car_name,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats,car_prices_in_rupee
Mahindra TUV 300 T8,"86,418 kms",Diesel,Manual,1st Owner,2017,1798 cc,5 Seats,5.54 Lakh
Hyundai Venue SX Opt Diesel BSIV,"19,540 kms",Diesel,Manual,1st Owner,2019,1582 cc,5 Seats,10.02 Lakh
Chevrolet Beat Diesel LT,"76,529 kms",Diesel,Manual,1st Owner,2013,1199 cc,5 Seats,1.26 Lakh
Maruti Swift Dzire VXI 1.2,"43,334 kms",Petrol,Manual,1st Owner,2017,1248 cc,5 Seats,5.41 Lakh
Maruti Swift Dzire VDI,"99,515 kms",Diesel,Manual,2nd Owner,2015,1197 cc,5 Seats,4.28 Lakh
Maruti Vitara Brezza VDi,"47,264 kms",Diesel,Manual,1st Owner,2018,1497 cc,5 Seats,6.82 Lakh
BMW 6 Series GT 630i Luxury Line 2018-2021,"20,800 kms",Petrol,Automatic,1st Owner,2019,1582 cc,5 Seats,55.80 Lakh
Audi A4 35 TFSi Premium,"32,000 kms",Petrol,Automatic,1st Owner,2016,1582 cc,5 Seats,20.80 Lakh
Hyundai Elantra CRDi SX,"87,995 kms",Diesel,Manual,2nd Owner,2013,1197 cc,5 Seats,5.33 Lakh
Honda WR-V i-VTEC S,"39,283 kms",Petrol,Manual,1st Owner,2017,1591 cc,5 Seats,5.70 Lakh
Maruti Ciaz VDi Plus SHVS,"76,239 kms",Diesel,Manual,2nd Owner,2016,998 cc,5 Seats,5.48 Lakh
Hyundai i20 Sportz,"1,040 kms",Petrol,Manual,1st Owner,2022,1395 cc,5 Seats,7.67 Lakh
Honda City i-VTEC CVT V,"22,307 kms",Petrol,Automatic,1st Owner,2019,1498 cc,7 Seats,9.15 Lakh
Hyundai Elantra CRDi SX,"55,538 kms",Diesel,Manual,2nd Owner,2013,1248 cc,8 Seats,5.33 Lakh
Hyundai Verna 1.6 SX,"90,867 kms",Diesel,Manual,1st Owner,2013,998 cc,5 Seats,4.14 Lakh
Maruti Ignis Sigma,"23,302 kms",Petrol,Manual,1st Owner,2021,2179 cc,5 Seats,4.91 Lakh
Hyundai Verna VTVT 1.6 SX,"38,990 kms",Petrol,Manual,2nd Owner,2018,2179 cc,5 Seats,7.48 Lakh
Maruti A-Star Vxi,"65,641 kms",Petrol,Manual,1st Owner,2010,1199 cc,5 Seats,1.44 Lakh
Audi A4 30 TFSI Technology,"27,000 kms",Petrol,Automatic,2nd Owner,2018,1497 cc,5 Seats,32.80 Lakh
Volkswagen Vento 1.5 TDI Comfortline,"95,129 kms",Diesel,Manual,1st Owner,2013,998 cc,5 Seats,3.45 Lakh
Maruti Swift Dzire ZDI,"1,35,969 kms",Diesel,Manual,1st Owner,2012,1968 cc,5 Seats,3.46 Lakh
Maruti Wagon R VXI,"23,400 kms",Petrol,Manual,3rd Owner,2020,998 cc,7 Seats,5.11 Lakh
Mahindra Scorpio S7 140 BSIV,"55,461 kms",Diesel,Manual,1st Owner,2018,1197 cc,5 Seats,10.64 Lakh
Mahindra Scorpio SLE BSIV,"72,299 kms",Diesel,Manual,1st Owner,2010,1353 cc,5 Seats,3.70 Lakh
Honda Amaze VX,"5,362 kms",Petrol,Manual,1st Owner,2022,2179 cc,5 Seats,8.16 Lakh
Honda City GXi,"1,22,758 kms",Petrol,Manual,5th Owner,2005,1498 cc,6 Seats,1.05 Lakh
Maruti Wagon R LXI BS IV,"66,081 kms",Petrol,Manual,1st Owner,2012,1197 cc,5 Seats,2.15 Lakh
Audi A6 35 TDI,"85,000 kms",Diesel,Automatic,1st Owner,2015,1197 cc,7 Seats,19.80 Lakh
Maruti Wagon R Stingray VXI,"1,31,022 kms",Petrol,Manual,1st Owner,2015,1198 cc,5 Seats,2.82 Lakh
Maruti Swift VXI,"52,580 kms",Petrol,Manual,1st Owner,2013,1197 cc,5 Seats,2.86 Lakh
Kia Seltos GTX Plus DCT,"41,714 kms",Petrol,Automatic,1st Owner,2020,2179 cc,5 Seats,16.95 Lakh
Mahindra XUV500 W8 FWD,"1,21,446 kms",Diesel,Manual,1st Owner,2012,1991 cc,5 Seats,4.29 Lakh
Honda City VX MT,"17,262 kms",Petrol,Manual,1st Owner,2020,814 cc,5 Seats,12.12 Lakh
Maruti Swift Dzire VXI 1.2,"65,908 kms",Petrol,Manual,1st Owner,2017,1498 cc,5 Seats,5.41 Lakh
Maruti Swift VXI,"7,282 kms",Petrol,Manual,1st Owner,2020,1248 cc,5 Seats,5.98 Lakh
Mahindra KUV 100 mFALCON G80 K4,"69,404 kms",Petrol,Manual,2nd Owner,2016,1197 cc,5 Seats,2.87 Lakh
Maruti Swift Dzire VXI,"29,265 kms",Petrol,Manual,1st Owner,2015,1995 cc,5 Seats,4.08 Lakh
Mahindra XUV500 R W10 FWD,"50,179 kms",Diesel,Manual,2nd Owner,2015,799 cc,5 Seats,7.95 Lakh
Mercedes-Benz GLA Class Urban Edition 200,"29,774 kms",Petrol,Automatic,1st Owner,2019,1248 cc,5 Seats,26.46 Lakh
Hyundai EON D Lite Plus,"77,896 kms",Petrol,Manual,2nd Owner,2012,2143 cc,5 Seats,1.61 Lakh
Honda City VX CVT,"6,144 kms",Petrol,Automatic,1st Owner,2021,1497 cc,5 Seats,13.47 Lakh
Maruti Swift VDI BSIV,"88,559 kms",Diesel,Manual,2nd Owner,2015,1198 cc,5 Seats,4.22 Lakh
Hyundai Grand i10 Sportz,"51,927 kms",Petrol,Manual,2nd Owner,2016,814 cc,5 Seats,3.59 Lakh
BMW 3 Series 320d Luxury Line,"99,000 kms",Diesel,Automatic,1st Owner,2015,1197 cc,7 Seats,13.50 Lakh
Renault KWID RXL,"47,000 kms",Petrol,Manual,1st Owner,2018,1197 cc,5 Seats,2.75 Lakh
Maruti Baleno 1.3 Sigma,"35,000 kms",Diesel,Manual,1st Owner,2018,1086 cc,5 Seats,5.50 Lakh
Mercedes-Benz C-Class C 220 CDI BE COR,"58,000 kms",Diesel,Automatic,1st Owner,2013,1248 cc,5 Seats,9.75 Lakh
Honda City S,"48,000 kms",Petrol,Manual,1st Owner,2012,1197 cc,5 Seats,4 Lakh
Honda Amaze VX AT i-Vtech,"45,000 kms",Petrol,Automatic,1st Owner,2014,1998 cc,5 Seats,4.75 Lakh
Hyundai EON D Lite,"60,000 kms",Petrol,Manual,2nd Owner,2012,999 cc,5 Seats,1.90 Lakh
Hyundai i20 Magna Optional 1.2,"23,000 kms",Petrol,Manual,1st Owner,2014,1396 cc,5 Seats,4.65 Lakh
Hyundai Grand i10 1.2 Kappa Era,"45,000 kms",Petrol,Manual,1st Owner,2019,1495 cc,5 Seats,4.60 Lakh
Hyundai i10 Magna 1.1L,"45,000 kms",Petrol,Manual,1st Owner,2014,1198 cc,5 Seats,3.25 Lakh
Maruti Ertiga VDI,"58,000 kms",Diesel,Manual,1st Owner,2013,1186 cc,5 Seats,5.25 Lakh
Hyundai i20 1.2 Spotz,"48,000 kms",Petrol,Manual,1st Owner,2018,1199 cc,5 Seats,6.25 Lakh
BMW 2 Series 220i M Sport,"18,000 kms",Petrol,Automatic,1st Owner,2021,2499 cc,5 Seats,40 Lakh
Skoda Kushaq 1.0 TSI Style 6 Airbags AT,"16,000 kms",Petrol,Automatic,1st Owner,2022,2143 cc,5 Seats,16.75 Lakh
Hyundai i20 Asta 1.4 CRDi,"90,000 kms",Diesel,Manual,2nd Owner,2015,1197 cc,5 Seats,4.65 Lakh
Hyundai Accent GLE,"80,000 kms",Petrol,Manual,2nd Owner,2006,1199 cc,5 Seats,2.50 Lakh
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,"1,40,000 kms",Petrol,Manual,1st Owner,2018,1461 cc,5 Seats,8.30 Lakh
Hyundai Grand i10 1.2 CRDi Asta,"60,000 kms",Diesel,Manual,2nd Owner,2019,998 cc,5 Seats,4 Lakh
Honda WR-V i-VTEC VX,"17,000 kms",Petrol,Manual,1st Owner,2019,2143 cc,5 Seats,9 Lakh
Lexus NX 300h,"1,11,000 kms",Petrol,Automatic,1st Owner,2018,1061 cc,5 Seats,42 Lakh
Mercedes-Benz M-Class ML 250 CDI,"38,000 kms",Diesel,Automatic,2nd Owner,2015,1248 cc,5 Seats,28.50 Lakh
Maruti Swift VXI,"80,000 kms",Petrol,Manual,2nd Owner,2013,1498 cc,5 Seats,3.85 Lakh
Honda Amaze V Petrol BSIV,"36,500 kms",Petrol,Manual,1st Owner,2017,1196 cc,5 Seats,6 Lakh
Nissan Sunny XE D,"55,000 kms",Diesel,Manual,2nd Owner,2018,1497 cc,5 Seats,4.25 Lakh
Maruti Wagon R VXI Optional,"80,000 kms",Petrol,Manual,2nd Owner,2016,796 cc,5 Seats,3 Lakh
Mercedes-Benz C-Class C 220 CDI Elegance AT,"98,000 kms",Diesel,Automatic,2nd Owner,2010,1198 cc,5 Seats,6.20 Lakh
Maruti Wagon R LXI Minor,"2,00,000 kms",Petrol,Manual,3rd Owner,2007,796 cc,5 Seats,1.98 Lakh
Maruti Swift VDI,"1,40,000 kms",Diesel,Manual,2nd Owner,2012,1198 cc,5 Seats,3.25 Lakh
Volkswagen Vento 1.5 TDI Highline,"1,00,000 kms",Diesel,Manual,2nd Owner,2014,1497 cc,5 Seats,3.60 Lakh
Maruti Eeco 5 Seater AC BSIV,"1,68,000 kms",Petrol,Manual,3rd Owner,2012,1196 cc,5 Seats,2.30 Lakh
Kia Seltos HTX IVT G,"25,000 kms",Petrol,Automatic,1st Owner,2021,995 cc,7 Seats,15 Lakh
Maruti Alto LX BSIII,"1,20,000 kms",Petrol,Manual,4th Owner,2009,998 cc,5 Seats,1.10 Lakh
Honda Amaze E i-VTEC,"30,000 kms",Petrol,Manual,2nd Owner,2017,796 cc,7 Seats,4.45 Lakh
Maruti Alto LX,"1,00,000 kms",Petrol,Manual,1st Owner,2011,1497 cc,5 Seats,1.36 Lakh
Nissan Micra Active XL Petrol,"80,000 kms",Petrol,Manual,1st Owner,2016,1461 cc,5 Seats,2.50 Lakh
Honda City i VTEC VX Option,"50,000 kms",Petrol,Manual,1st Owner,2016,1196 cc,5 Seats,10 Lakh
Maruti Eeco CNG 5 Seater AC,"40,000 kms",Cng,Manual,1st Owner,2021,1796 cc,7 Seats,2.90 Lakh
Chevrolet Spark 1.0 LS,"1,00,000 kms",Petrol,Manual,4th Owner,2009,1061 cc,5 Seats,"55,000"
Maruti Wagon R VXI Optional,"1,66,000 kms",Petrol,Manual,1st Owner,2015,1197 cc,5 Seats,3 Lakh
Maruti Alto 800 LXI,"74,000 kms",Petrol,Manual,1st Owner,2014,1373 cc,5 Seats,1.85 Lakh
Honda BR-V i-VTEC E MT,"80,000 kms",Petrol,Manual,1st Owner,2017,1451 cc,5 Seats,7 Lakh
Renault Duster 85PS Diesel RxS,"60,000 kms",Diesel,Manual,2nd Owner,2019,1197 cc,5 Seats,6.50 Lakh
Maruti Eeco 7 Seater STD 2020-2022,"50,000 kms",Petrol,Manual,2nd Owner,2020,1498 cc,5 Seats,4.10 Lakh
Mercedes-Benz E-Class E 200 CGI Elegance,"70,000 kms",Petrol,Automatic,2nd Owner,2011,1248 cc,5 Seats,10 Lakh
Maruti Wagon R LXI Minor,"73,000 kms",Petrol,Manual,2nd Owner,2010,1497 cc,5 Seats,2.20 Lakh
Hyundai i20 1.2 Asta Option,"70,000 kms",Petrol,Manual,1st Owner,2018,1197 cc,5 Seats,6.50 Lakh
Maruti Ertiga LXI CNG,"1,20,000 kms",Cng,Manual,3rd Owner,2014,1798 cc,7 Seats,3.85 Lakh
MG Hector Sharp DCT,"40,000 kms",Petrol,Automatic,1st Owner,2021,1248 cc,5 Seats,17 Lakh
Hyundai i20 1.2 Asta,"50,000 kms",Petrol,Manual,1st Owner,2018,998 cc,5 Seats,6.75 Lakh
Honda Amaze SX i-DTEC,"70,000 kms",Diesel,Manual,2nd Owner,2015,2179 cc,5 Seats,4.70 Lakh
Maruti Ciaz ZDi Plus SHVS,"70,000 kms",Diesel,Manual,2nd Owner,2015,2967 cc,5 Seats,5.90 Lakh
Honda City 1.5 V AT,"92,000 kms",Petrol,Automatic,2nd Owner,2010,1197 cc,5 Seats,3.50 Lakh
Hyundai Grand i10 Magna,"60,000 kms",Petrol,Manual,1st Owner,2015,1797 cc,5 Seats,4.11 Lakh
Skoda Superb Petrol Ambition,"45,000 kms",Petrol,Manual,3rd Owner,2012,1197 cc,5 Seats,4 Lakh
Tata Manza Aura (ABS) Quadrajet,"58,000 kms",Diesel,Manual,3rd Owner,2009,1199 cc,5 Seats,1.35 Lakh
Maruti Wagon R VXI BS IV,"90,000 kms",Petrol,Manual,1st Owner,2013,1493 cc,5 Seats,3.11 Lakh
Tata Hexa XM Plus,"35,000 kms",Diesel,Manual,2nd Owner,2019,1061 cc,5 Seats,13.50 Lakh
Audi A6 3.0 TDI quattro,"80,000 kms",Diesel,Automatic,4th Owner,2010,1198 cc,5 Seats,5.50 Lakh
Hyundai Grand i10 Sportz,"80,000 kms",Petrol,Manual,2nd Owner,2014,1197 cc,5 Seats,2.89 Lakh
Hyundai Elantra SX,"2,00,000 kms",Petrol,Manual,2nd Owner,2012,1298 cc,5 Seats,3.41 Lakh
Hyundai Grand i10 Sportz,"80,000 kms",Petrol,Manual,2nd Owner,2015,1196 cc,5 Seats,3.50 Lakh
Chevrolet Beat LT,"40,000 kms",Petrol,Manual,1st Owner,2011,1298 cc,5 Seats,1.70 Lakh
Hyundai Verna SX Opt AT Diesel,"32,000 kms",Diesel,Automatic,1st Owner,2021,1198 cc,5 Seats,15.50 Lakh
Maruti Wagon R LXI Minor,"70,000 kms",Petrol,Manual,2nd Owner,2009,1197 cc,5 Seats,1.75 Lakh
Mahindra KUV 100 NXT D75 K8 5Str,"80,000 kms",Diesel,Manual,2nd Owner,2017,1197 cc,7 Seats,3.20 Lakh
Maruti Swift Dzire VXI,"60,000 kms",Petrol,Manual,1st Owner,2021,998 cc,5 Seats,7 Lakh
Maruti Swift 1.3 VXi,"1,30,000 kms",Petrol,Manual,4th Owner,2008,1798 cc,4 Seats,1.60 Lakh
Maruti Eeco 5 STR With AC Plus HTR CNG,"1,00,000 kms",Cng,Manual,4th Owner,2010,1248 cc,7 Seats,1.30 Lakh
Maruti Swift Dzire VXi,"80,000 kms",Petrol,Manual,2nd Owner,2009,1197 cc,5 Seats,2.50 Lakh
Nissan Micra XV CVT,"80,000 kms",Petrol,Automatic,3rd Owner,2017,624 cc,5 Seats,3.08 Lakh
Hyundai i20 Sportz,"30,000 kms",Petrol,Manual,1st Owner,2020,1373 cc,5 Seats,7.50 Lakh
Hyundai i20 1.2 Spotz,"30,000 kms",Petrol,Manual,1st Owner,2018,1461 cc,7 Seats,6 Lakh
Maruti Wagon R VXI Minor,"90,000 kms",Petrol,Manual,2nd Owner,2011,1248 cc,5 Seats,2.50 Lakh
Toyota Corolla Altis 1.8 J,"1,20,000 kms",Petrol,Manual,4th Owner,2008,1196 cc,5 Seats,1.45 Lakh
Maruti Ertiga SHVS VDI,"1,57,000 kms",Diesel,Manual,1st Owner,2017,2982 cc,5 Seats,7 Lakh
Maruti Wagon R VXI 1.2,"50,000 kms",Petrol,Manual,3rd Owner,2020,1199 cc,5 Seats,4.25 Lakh
Tata Nano LX SE,"15,000 kms",Petrol,Manual,2nd Owner,2012,2953 cc,5 Seats,"60,000"
Maruti Ertiga VXI,"90,000 kms",Petrol,Manual,4th Owner,2013,1197 cc,5 Seats,4.25 Lakh
Renault Pulse RxL,"1,11,000 kms",Diesel,Manual,2nd Owner,2013,1197 cc,5 Seats,1.90 Lakh
Tata Indica Aqua 1.3 Quadrajet,"1,20,000 kms",Diesel,Manual,1st Owner,2011,1248 cc,5 Seats,1.50 Lakh
Maruti Eeco CNG HTR 5-STR,"90,000 kms",Cng,Manual,4th Owner,2016,998 cc,5 Seats,3.51 Lakh
Toyota Fortuner 4x2 AT,"40,000 kms",Diesel,Automatic,2nd Owner,2014,1198 cc,5 Seats,15 Lakh
Tata Tiago 1.2 Revotron XZ,"1,10,000 kms",Petrol,Manual,1st Owner,2018,796 cc,5 Seats,4.25 Lakh
Ford Endeavour 3.0 4x4 Thunder Plus,"2,10,000 kms",Diesel,Manual,1st Owner,2008,1197 cc,5 Seats,5.80 Lakh
Hyundai Grand i10 1.2 Kappa Magna CNG BSIV,"80,000 kms",Cng,Manual,2nd Owner,2019,1497 cc,5 Seats,5.75 Lakh
Maruti Swift Dzire VXI,"1,00,000 kms",Petrol,Manual,3rd Owner,2013,796 cc,5 Seats,3.99 Lakh
Maruti Swift Dzire VDi,"1,98,000 kms",Diesel,Manual,2nd Owner,2011,999 cc,5 Seats,3.25 Lakh
Maruti Alto K10 VXI,"70,000 kms",Petrol,Manual,1st Owner,2019,998 cc,5 Seats,3.50 Lakh
Tata Nexon 1.2 Revotron XZ Plus,"1,00,000 kms",Petrol,Manual,1st Owner,2020,2143 cc,5 Seats,7.50 Lakh
Maruti Alto 800 CNG LXI,"50,000 kms",Cng,Manual,2nd Owner,2016,799 cc,5 Seats,2.35 Lakh
Hyundai i20 Era 1.2,"90,000 kms",Petrol,Manual,1st Owner,2014,1086 cc,5 Seats,3.80 Lakh
Honda City 1.5 V MT,"1,20,000 kms",Petrol,Manual,4th Owner,2011,1086 cc,7 Seats,2.75 Lakh
Maruti Alto LXi,"90,000 kms",Petrol,Manual,3rd Owner,2012,998 cc,5 Seats,1.51 Lakh
Hyundai Santro AT,"68,000 kms",Petrol,Automatic,2nd Owner,2002,1599 cc,5 Seats,1 Lakh
Maruti A-Star Vxi,"1,00,000 kms",Petrol,Manual,2nd Owner,2010,998 cc,5 Seats,1.65 Lakh
Mercedes-Benz C-Class 220 CDI AT,"68,551 kms",Diesel,Automatic,1st Owner,2013,1248 cc,7 Seats,12 Lakh
Renault KWID RXT,"20,000 kms",Petrol,Manual,1st Owner,2021,1984 cc,5 Seats,4.50 Lakh
Hyundai Santro Xing GL Plus,"1,00,000 kms",Petrol,Manual,2nd Owner,2014,1197 cc,5 Seats,2.50 Lakh
Hyundai Santro Xing GLS,"90,000 kms",Petrol,Manual,3rd Owner,2008,2446 cc,7 Seats,1.60 Lakh
Maruti Wagon R LXI CNG,"90,000 kms",Cng,Manual,2nd Owner,2010,1061 cc,5 Seats,1.80 Lakh
Hyundai Verna 1.6 Xi ABS,"1,00,000 kms",Petrol,Manual,1st Owner,2009,2755 cc,5 Seats,2 Lakh
Maruti Wagon R VXI BS IV,"83,000 kms",Petrol,Manual,2nd Owner,2015,1197 cc,5 Seats,3.50 Lakh
Maruti Ertiga VDI,"1,20,000 kms",Diesel,Manual,2nd Owner,2014,1248 cc,5 Seats,4.50 Lakh
Volvo V40 Cross Country D3,"50,000 kms",Diesel,Automatic,2nd Owner,2014,1997 cc,5 Seats,13 Lakh
Hyundai Grand i10 1.2 Kappa Sportz Option,"80,000 kms",Petrol,Manual,3rd Owner,2018,1197 cc,5 Seats,4.50 Lakh
Toyota Qualis FS B1,"1,20,000 kms",Diesel,Manual,3rd Owner,2001,1493 cc,5 Seats,1.75 Lakh
Maruti Wagon R LX Minor,"60,000 kms",Petrol,Manual,2nd Owner,2007,1498 cc,4 Seats,1.25 Lakh
Toyota Fortuner 2.8 2WD MT BSIV,"1,14,000 kms",Diesel,Manual,1st Owner,2017,1199 cc,5 Seats,27.01 Lakh
Maruti Swift VXI,"17,000 kms",Petrol,Manual,1st Owner,2021,1197 cc,8 Seats,6.80 Lakh
Maruti Vitara Brezza ZDi Plus Dual Tone,"72,000 kms",Diesel,Manual,1st Owner,2016,1498 cc,7 Seats,7.75 Lakh
Mahindra Scorpio 1.99 S10,"75,000 kms",Diesel,Manual,2nd Owner,2016,1248 cc,5 Seats,10 Lakh
Hyundai i20 Asta Option CVT,"30,000 kms",Petrol,Automatic,1st Owner,2020,2184 cc,5 Seats,8.20 Lakh
Hyundai Creta SX Opt Diesel AT,"60,000 kms",Diesel,Automatic,1st Owner,2020,1497 cc,5 Seats,17.75 Lakh
Honda Amaze V CVT Diesel BSIV,"50,000 kms",Diesel,Automatic,1st Owner,2019,2494 cc,5 Seats,8.75 Lakh
Honda Amaze VX CVT,"12,000 kms",Petrol,Automatic,1st Owner,2022,1493 cc,5 Seats,9.25 Lakh
Maruti Swift VXI Optional,"67,000 kms",Petrol,Manual,1st Owner,2017,1197 cc,5 Seats,5.75 Lakh
Ford Ecosport 1.5 Diesel Titanium Plus,"50,000 kms",Diesel,Manual,1st Owner,2020,1956 cc,5 Seats,10.50 Lakh
Maruti Ciaz ZDi Plus SHVS,"97,000 kms",Diesel,Manual,1st Owner,2016,1582 cc,7 Seats,6.75 Lakh
Mahindra Thar LX 4-Str Hard Top Diesel AT,"17,000 kms",Diesel,Automatic,1st Owner,2021,1497 cc,5 Seats,16.50 Lakh
Mahindra XUV300 W8 Option Diesel,"65,000 kms",Diesel,Manual,1st Owner,2020,1995 cc,5 Seats,10.50 Lakh
Toyota Innova 2.5 GX (Diesel) 8 Seater,"1,37,000 kms",Diesel,Manual,2nd Owner,2015,1497 cc,5 Seats,8.25 Lakh
Mahindra Bolero Power Plus ZLX,"48,000 kms",Diesel,Manual,1st Owner,2017,1396 cc,5 Seats,7.50 Lakh
Maruti Swift Dzire VXI,"13,000 kms",Petrol,Manual,1st Owner,2020,2755 cc,5 Seats,6.75 Lakh
MG Hector Sharp Diesel MT,"52,000 kms",Diesel,Manual,1st Owner,2021,1248 cc,5 Seats,17.75 Lakh
Hyundai Creta 1.6 CRDi SX Plus,"68,000 kms",Diesel,Manual,2nd Owner,2017,1493 cc,7 Seats,9.75 Lakh
Mahindra XUV300 W8 Option Diesel BSIV,"82,000 kms",Diesel,Manual,1st Owner,2019,1248 cc,5 Seats,10.25 Lakh
Renault Koleos 4X4 MT,"1,20,000 kms",Diesel,Manual,1st Owner,2016,1995 cc,7 Seats,6.20 Lakh
Honda City EXi,"1,20,000 kms",Petrol,Manual,2nd Owner,2008,1493 cc,5 Seats,2.90 Lakh
Hyundai i20 Asta Option Diesel,"65,000 kms",Diesel,Manual,1st Owner,2017,1582 cc,5 Seats,6.90 Lakh
Toyota Fortuner 2.8 4WD AT,"67,000 kms",Diesel,Automatic,1st Owner,2019,2755 cc,5 Seats,37 Lakh
Maruti Ciaz ZDi Plus SHVS,"79,000 kms",Diesel,Manual,1st Owner,2017,1498 cc,5 Seats,7.25 Lakh
Hyundai Creta SX Opt Diesel,"9,000 kms",Diesel,Manual,1st Owner,2021,2393 cc,5 Seats,18.50 Lakh
Maruti Swift Dzire VDI,"64,000 kms",Diesel,Manual,1st Owner,2018,1248 cc,5 Seats,7.30 Lakh
BMW X1 sDrive20d Expedition,"18,000 kms",Diesel,Automatic,1st Owner,2020,1396 cc,5 Seats,32 Lakh
Kia Seltos HTX Plus D,"38,000 kms",Diesel,Manual,1st Owner,2022,1956 cc,5 Seats,18.25 Lakh
Hyundai Verna CRDi 1.6 SX,"84,000 kms",Diesel,Manual,1st Owner,2018,1582 cc,7 Seats,8.90 Lakh
Toyota Fortuner 2.8 2WD AT BSIV,"95,000 kms",Diesel,Automatic,1st Owner,2017,1197 cc,7 Seats,29 Lakh
Honda Amaze VX i DTEC,"51,000 kms",Diesel,Manual,1st Owner,2018,1497 cc,5 Seats,7.90 Lakh
Toyota Innova Crysta 2.4 ZX MT BSIV,"90,000 kms",Diesel,Manual,2nd Owner,2019,1493 cc,7 Seats,21 Lakh
Maruti Swift DDiS LDI,"65,000 kms",Diesel,Manual,1st Owner,2019,1198 cc,5 Seats,6 Lakh
Hyundai i20 Asta Option 1.4 CRDi,"69,000 kms",Diesel,Manual,1st Owner,2016,3198 cc,5 Seats,7 Lakh
Tata Harrier XZA Plus Dark Edition AT,"40,000 kms",Diesel,Automatic,1st Owner,2020,1462 cc,5 Seats,21 Lakh
Hyundai Verna 1.6 CRDI AT SX Option,"75,000 kms",Diesel,Automatic,1st Owner,2017,1591 cc,5 Seats,9.75 Lakh
Hyundai Grand i10 1.2 Kappa Sportz BSIV,"65,000 kms",Petrol,Manual,1st Owner,2018,2198 cc,5 Seats,5.50 Lakh
Honda City i-VTEC V,"43,000 kms",Petrol,Manual,1st Owner,2019,1956 cc,5 Seats,9.50 Lakh
Hyundai Creta SX Opt Diesel,"23,000 kms",Diesel,Manual,1st Owner,2021,796 cc,5 Seats,18 Lakh
Honda Amaze VX i-VTEC,"27,000 kms",Petrol,Manual,1st Owner,2019,1582 cc,7 Seats,7.40 Lakh
Ford Endeavour 3.2 Titanium AT 4X4,"86,000 kms",Diesel,Automatic,1st Owner,2016,1196 cc,7 Seats,23.50 Lakh
Maruti Ertiga ZXI,"83,000 kms",Petrol,Manual,1st Owner,2019,1197 cc,5 Seats,10.40 Lakh
Hyundai Verna 1.6 SX VTVT AT,"44,000 kms",Petrol,Automatic,2nd Owner,2014,796 cc,5 Seats,6.50 Lakh
Ford Endeavour 2.2 Titanium AT 4X2 Sunroof,"1,10,000 kms",Diesel,Automatic,1st Owner,2018,999 cc,5 Seats,27.50 Lakh
Tata Harrier XZA Plus Dark Edition AT,"39,000 kms",Diesel,Automatic,1st Owner,2020,1373 cc,5 Seats,21 Lakh
Maruti Alto 800 LXI Opt BSIV,"18,000 kms",Petrol,Manual,1st Owner,2019,1373 cc,5 Seats,3.65 Lakh
Hyundai Creta 1.6 CRDi AT SX Plus,"91,000 kms",Diesel,Automatic,1st Owner,2017,1498 cc,5 Seats,11.90 Lakh
Maruti Eeco 5 Seater AC BSIV,"1,04,911 kms",Petrol,Manual,1st Owner,2019,1199 cc,5 Seats,3.58 Lakh
Hyundai Grand i10 1.2 Kappa Sportz Option,"1,27,509 kms",Petrol,Manual,1st Owner,2017,1197 cc,5 Seats,4.55 Lakh
Maruti Alto 800 LXI,"29,353 kms",Petrol,Manual,1st Owner,2019,1451 cc,5 Seats,3.28 Lakh
Renault Kiger RXZ Turbo,"42,859 kms",Petrol,Manual,1st Owner,2021,1197 cc,5 Seats,8.10 Lakh
Maruti Ertiga VXI CNG,"1,06,785 kms",Cng,Manual,1st Owner,2017,1498 cc,5 Seats,6.52 Lakh
Maruti Ertiga ZXI,"93,703 kms",Petrol,Manual,4th Owner,2013,1299 cc,5 Seats,4.09 Lakh
Honda City i DTEC VX,"1,11,474 kms",Diesel,Manual,2nd Owner,2015,1086 cc,5 Seats,5.29 Lakh
Honda Jazz 1.2 S AT i VTEC,"77,038 kms",Petrol,Automatic,2nd Owner,2015,1461 cc,5 Seats,4.88 Lakh
Maruti Ignis Sigma,"13,945 kms",Petrol,Manual,1st Owner,2021,1086 cc,5 Seats,4.83 Lakh
MG Hector Sharp DCT,"30,106 kms",Petrol,Automatic,1st Owner,2019,1995 cc,7 Seats,16.15 Lakh
Maruti Swift Dzire VXI 1.2,"84,798 kms",Petrol,Manual,1st Owner,2020,1197 cc,5 Seats,6.15 Lakh
Honda City i DTec VX,"92,696 kms",Diesel,Manual,2nd Owner,2017,1497 cc,5 Seats,6.80 Lakh
Ford Ikon 1.3 Flair,"80,044 kms",Petrol,Manual,1st Owner,2009,1197 cc,5 Seats,"87,256"
Hyundai Santro Xing GL Plus,"51,974 kms",Petrol,Manual,1st Owner,2014,1197 cc,5 Seats,2.39 Lakh
Renault Fluence Diesel E4,"1,52,000 kms",Diesel,Manual,2nd Owner,2013,2179 cc,5 Seats,3.63 Lakh
Hyundai Santro Xing GLS,"84,508 kms",Petrol,Manual,3rd Owner,2014,796 cc,5 Seats,1.84 Lakh
BMW X1 sDrive20d,"1,00,265 kms",Diesel,Automatic,2nd Owner,2014,1086 cc,5 Seats,10.50 Lakh
Hyundai i20 1.2 Asta,"69,475 kms",Petrol,Manual,2nd Owner,2018,1582 cc,5 Seats,5.68 Lakh
